,team,ID,Avg_Weighted_Score,batting_average,batting_strike_rate,bowling_average,bowling_economy_rate,bowling_strike_rate,win_ratio
1706,royal challengers bangalore,1216510,20.06593953374163,24.66087333070059,120.91262982540917,32.19363636363636,6.032727272727272,22.775454545454544,0.4390909090909091
1707,royal challengers bangalore,1216514,20.275885835580798,24.495177173408027,123.04743359106338,33.75090909090908,6.906363636363636,23.471818181818183,0.4754545454545455
1708,royal challengers bangalore,1216519,20.71030241798923,24.945022445377532,126.06731066225795,35.76636363636363,6.94,24.964545454545455,0.47272727272727266
1709,royal challengers bangalore,1216522,19.712842920609226,24.72045451323489,126.61019023859477,33.86363636363636,6.858181818181818,23.76181818181818,0.5018181818181818
1710,royal challengers bangalore,1216525,20.29698741162387,25.263731560413376,128.06400874419327,34.33545454545454,6.9327272727272735,23.863636363636363,0.4736363636363637
1711,royal challengers bangalore,1216531,19.881456556328228,25.028463610456512,126.57371250911434,35.57818181818181,7.052727272727273,24.50090909090909,0.4772727272727273
1712,royal challengers bangalore,1216534,20.06593953374163,24.66087333070059,120.91262982540917,32.19363636363636,6.032727272727272,22.775454545454544,0.4390909090909091
1713,royal challengers bangalore,1216540,19.881456556328228,25.028463610456512,126.57371250911434,35.57818181818181,7.052727272727273,24.50090909090909,0.4772727272727273
1714,royal challengers bangalore,1216544,20.343320795627008,25.45532648305284,126.79526037971665,32.739090909090905,6.609999999999999,23.63090909090909,0.47181818181818175
1715,royal challengers bangalore,1216547,20.275885835580798,24.495177173408027,123.04743359106338,33.75090909090908,6.906363636363636,23.471818181818183,0.4754545454545455
1716,royal challengers bangalore,1237178,20.809473717002888,25.02177150683095,123.11845746975567,34.16363636363636,6.76,24.229999999999997,0.4636363636363636
1717,royal challengers bangalore,1254058,20.542364809047953,26.183410584192792,128.6087924236099,30.85727272727273,6.8500000000000005,22.007272727272724,0.5345454545454544
1718,royal challengers bangalore,1254063,19.012574078839062,24.300221635135944,125.73023694750427,30.857272727272722,6.85,22.007272727272724,0.5309090909090909
1719,royal challengers bangalore,1254067,22.087093765568028,27.27758973581489,129.1042477278169,28.005454545454544,6.113636363636363,19.89454545454545,0.5409090909090909
1720,royal challengers bangalore,1254073,18.915049774196003,24.171053824573402,124.08824315685305,30.263636363636362,6.881818181818182,21.497272727272726,0.5309090909090909
1721,royal challengers bangalore,1254076,18.642716667707145,23.96743233681484,124.38703019011906,31.478181818181817,6.8572727272727265,22.418181818181818,0.5154545454545455
1722,royal challengers bangalore,1254079,21.941936105528562,27.086594493760284,128.77300095526874,28.10090909090909,6.126363636363636,19.924545454545452,0.5190909090909092
1723,royal challengers bangalore,1254083,22.179836453677293,27.26056947599942,128.48138821819026,28.35454545454546,6.249090909090909,19.702727272727273,0.5254545454545455
1724,royal challengers bangalore,1254087,20.19611376718463,25.72227870469286,124.8700189309943,23.734545454545454,5.819999999999999,16.834545454545452,0.5254545454545454
1725,royal challengers bangalore,1254090,20.728801929488274,26.190378143239936,124.39098788795702,29.183636363636364,6.137272727272728,20.508181818181814,0.5199999999999999
1726,royal challengers bangalore,1254095,20.728801929488274,26.190378143239936,124.39098788795702,29.183636363636364,6.137272727272728,20.508181818181814,0.5199999999999999
1727,royal challengers bangalore,1254101,20.728801929488274,26.190378143239936,124.39098788795702,29.183636363636364,6.137272727272728,20.508181818181814,0.5199999999999999
1728,royal challengers bangalore,1254103,20.728801929488274,26.190378143239936,124.39098788795702,29.183636363636364,6.137272727272728,20.508181818181814,0.5199999999999999
1729,royal challengers bangalore,1254108,20.372984591615943,26.070314090616257,125.6947390778079,27.810000000000002,6.1927272727272715,19.478181818181817,0.5263636363636365
1730,royal challengers bangalore,1254113,20.877155824541582,26.961605229160828,133.1823314074725,24.575454545454544,5.297272727272727,17.40090909090909,0.49272727272727274
1731,royal challengers bangalore,1254115,20.728801929488274,26.190378143239936,124.39098788795702,29.183636363636364,6.137272727272728,20.508181818181814,0.5199999999999999
1732,royal challengers bangalore,1304049,17.961862273103065,21.828176400091074,113.55997313779922,32.61545454545455,7.8,22.474545454545453,0.5763636363636363
1733,royal challengers bangalore,1304052,17.961862273103065,21.828176400091074,113.55997313779922,32.61545454545455,7.8,22.474545454545453,0.5763636363636363
1734,royal challengers bangalore,1304059,17.961862273103065,21.828176400091074,113.55997313779922,32.61545454545455,7.8,22.474545454545453,0.5763636363636363
1735,royal challengers bangalore,1304064,19.030627727453393,22.991241871780183,119.58707557954367,30.75818181818182,7.764545454545455,21.299090909090907,0.5581818181818181
1736,royal challengers bangalore,1304068,19.34285716336065,22.881546526584547,120.50926553557767,25.703636363636363,7.007272727272727,17.55545454545455,0.5236363636363637
1737,royal challengers bangalore,1304073,18.54315941979562,22.25431342685955,121.09284693919784,24.05545454545455,6.781818181818181,16.986363636363635,0.520909090909091
1738,royal challengers bangalore,1304077,18.54315941979562,22.25431342685955,121.09284693919784,24.05545454545455,6.781818181818181,16.986363636363635,0.520909090909091
1739,royal challengers bangalore,1304082,18.54315941979562,22.25431342685955,121.09284693919784,24.05545454545455,6.781818181818181,16.986363636363635,0.520909090909091
1740,royal challengers bangalore,1304085,21.485079283126527,25.517987725161266,125.4912609251775,24.05545454545455,6.781818181818181,16.986363636363635,0.519090909090909
1741,royal challengers bangalore,1304089,21.8084463281245,26.055601482423082,126.77610837791103,32.41909090909091,7.479090909090909,23.531818181818185,0.5145454545454545
1742,royal challengers bangalore,1304095,21.8084463281245,26.055601482423082,126.77610837791103,32.41909090909091,7.479090909090909,23.531818181818185,0.5145454545454545
1743,royal challengers bangalore,1304100,21.8084463281245,26.055601482423082,126.77610837791103,32.41909090909091,7.479090909090909,23.531818181818185,0.5145454545454545
1744,royal challengers bangalore,1304106,21.8084463281245,26.055601482423082,126.77610837791103,32.41909090909091,7.479090909090909,23.531818181818185,0.5145454545454545
1745,royal challengers bangalore,1304113,22.072601870563695,26.05179449315838,126.60616322626603,32.13818181818181,7.465454545454545,23.37090909090909,0.5109090909090909
1746,royal challengers bangalore,1312198,21.8084463281245,26.055601482423082,126.77610837791103,32.41909090909091,7.479090909090909,23.531818181818185,0.5145454545454545
1747,royal challengers bangalore,1312199,21.8084463281245,26.055601482423082,126.77610837791103,32.41909090909091,7.479090909090909,23.531818181818185,0.5145454545454545
1748,sunrisers hyderabad,598000,15.659407571150798,20.364755902037807,116.34857886495534,27.567272727272726,6.230909090909091,18.987272727272725,0.4690909090909091
1749,sunrisers hyderabad,598004,15.191593233412222,19.818569120389206,117.18839266412287,28.430909090909093,6.051818181818183,20.13090909090909,0.45545454545454545
1750,sunrisers hyderabad,598010,15.731407676872776,20.43297242390553,116.13550498746542,27.30545454545455,6.118181818181819,19.043636363636363,0.48000000000000004
1751,sunrisers hyderabad,598013,15.076499318407542,20.231827457948597,117.75866304640918,30.04818181818182,6.95,20.87,0.45909090909090905
1752,sunrisers hyderabad,598018,16.007650908267074,21.715099548247927,118.81086394723714,27.50272727272727,6.1018181818181825,19.233636363636364,0.49727272727272726
1753,sunrisers hyderabad,598021,15.461296905656628,21.219641835472164,116.85620699208795,27.50272727272727,6.1018181818181825,19.233636363636364,0.5036363636363637
1754,sunrisers hyderabad,598030,17.07891348062889,22.1424837196668,114.20343167737549,28.916363636363634,6.867272727272726,20.227272727272727,0.43636363636363645
1755,sunrisers hyderabad,598032,15.910959760778118,20.930418781803358,116.2267264878333,24.077272727272728,6.543636363636364,18.456363636363637,0.4827272727272728
1756,sunrisers hyderabad,598039,15.910959760778118,20.930418781803358,116.2267264878333,24.077272727272728,6.543636363636364,18.456363636363637,0.4827272727272728
1757,sunrisers hyderabad,598044,16.447671328928273,21.426493710090828,118.176947816832,24.077272727272728,6.543636363636364,18.456363636363637,0.4763636363636364
1758,sunrisers hyderabad,598048,15.720238789686086,20.890827907546495,115.58256236527093,25.021818181818183,5.382727272727274,17.350909090909088,0.4954545454545455
1759,sunrisers hyderabad,598051,16.447671328928273,21.426493710090828,118.176947816832,24.077272727272728,6.543636363636364,18.456363636363637,0.4763636363636364
1760,sunrisers hyderabad,598056,16.291021191231362,22.2032005625617,115.7807202687809,29.89545454545454,6.836363636363637,20.950909090909093,0.4881818181818181
1761,sunrisers hyderabad,598060,16.291021191231362,22.2032005625617,115.7807202687809,29.89545454545454,6.836363636363637,20.950909090909093,0.4881818181818181
1762,sunrisers hyderabad,598065,16.291021191231362,22.2032005625617,115.7807202687809,29.89545454545454,6.836363636363637,20.950909090909093,0.4881818181818181
1763,sunrisers hyderabad,598069,16.878025726816997,21.975767274998812,116.88081943418865,28.769090909090906,6.833636363636364,20.12181818181818,0.4963636363636363
1764,sunrisers hyderabad,598071,16.291021191231362,22.2032005625617,115.7807202687809,29.89545454545454,6.836363636363637,20.950909090909093,0.4881818181818181
1765,sunrisers hyderabad,729285,22.481399836062327,28.651325225653938,121.94295804819114,28.36727272727273,7.770909090909091,20.37454545454545,0.4445454545454545
1766,sunrisers hyderabad,729295,22.49187272924459,28.18000161996585,123.0234884716665,27.967272727272725,7.74,20.174545454545452,0.4472727272727272
1767,sunrisers hyderabad,729301,22.658744870580843,27.973712238624845,122.76451994977926,24.95727272727273,7.032727272727272,17.85272727272727,0.45363636363636356
1768,sunrisers hyderabad,729311,22.481399836062327,28.651325225653938,121.94295804819114,28.36727272727273,7.770909090909091,20.37454545454545,0.4445454545454545
1769,sunrisers hyderabad,729317,22.325236759475114,28.008016713658364,123.10092658504496,22.86090909090909,6.88909090909091,16.901818181818182,0.4581818181818181
1770,sunrisers hyderabad,733977,22.522668098795986,28.91723107393882,123.66531974314022,24.09363636363636,6.959090909090909,17.64636363636364,0.4518181818181819
1771,sunrisers hyderabad,733989,22.609521757592308,28.701915464247595,123.52571383567069,22.758181818181818,6.820000000000001,17.008181818181818,0.4681818181818182
1772,sunrisers hyderabad,733993,22.609521757592308,28.701915464247595,123.52571383567069,22.758181818181818,6.820000000000001,17.008181818181818,0.4681818181818182
1773,sunrisers hyderabad,734001,22.609521757592308,28.701915464247595,123.52571383567069,22.758181818181818,6.820000000000001,17.008181818181818,0.4681818181818182
1774,sunrisers hyderabad,734007,22.609521757592308,28.701915464247595,123.52571383567069,22.758181818181818,6.820000000000001,17.008181818181818,0.4681818181818182
1775,sunrisers hyderabad,734015,22.325236759475114,28.008016713658364,123.10092658504496,22.86090909090909,6.88909090909091,16.901818181818182,0.4581818181818181
